গেসি	60
করতেসি	60
বুঝতেসি	60
কইসে	55
আছোস	60
পারোস	55
আসোস	50
করোস	55
দেখছোস	45
ভাবস	40
পুরাই	60
ঠিকাছে	60
ওমনে	45
আইতেছি	50
খাইয়া	55
যাইয়া	50
আইসা	50
ব্রো	55
বেস্টু	40
ব্রেকাপ	45
টেনশান	50
টায়ার্ড	45
সিরিয়াস	55
সিরিয়াসলি	45
ক্লিয়ার	50
